기준년월,기준년도,기준월,시도명,시군구명,행정동_코드_명,행정동_코드,아파트_단지_수,아파트_평균_면적,아파트_평균_시가
2019-10-28,2019,10,서울,종로구,종로1?2?3?4가동,11110615,11,51,220777247
2019-10-28,2019,10,서울,은평구,진관동,11380690,374,97,417856561
2019-10-28,2019,10,서울,송파구,위례동,11710647,95,76,621040740
2019-10-28,2019,10,서울,종로구,평창동,11110560,297,125,428445295
2019-10-28,2019,10,서울,관악구,중앙동,11620615,176,56,167228823
2019-10-28,2019,10,서울,용산구,원효로1동,11170560,119,61,351554472
2019-10-28,2019,10,서울,성동구,행당2동,11200570,97,79,451248059
2019-10-28,2019,10,서울,용산구,후암동,11170510,404,63,251501889
2019-10-28,2019,10,서울,영등포구,대림3동,11560720,248,50,148574022
2019-10-28,2019,10,서울,서대문구,신촌동,11410585,249,49,152628660
2019-10-28,2019,10,서울,양천구,목3동,11470530,449,52,163506517
2019-10-28,2019,10,서울,노원구,상계1동,11350630,300,62,176797397
2019-10-28,2019,10,서울,마포구,아현동,11440555,100,77,629717753
2019-10-28,2019,10,서울,관악구,성현동,11620565,309,60,204397118
2019-10-28,2019,10,서울,관악구,은천동,11620605,445,55,161831984
2019-10-28,2019,10,서울,송파구,잠실4동,11710690,93,93,971495913
2019-10-28,2019,10,서울,성동구,행당1동,11200560,140,58,248832965
2019-10-28,2019,10,서울,종로구,가회동,11110600,130,66,245145969
2019-10-28,2019,10,서울,송파구,잠실본동,11710650,798,47,214161211
2019-10-28,2019,10,서울,동작구,상도2동,11590540,268,60,271120694
2019-10-28,2019,10,서울,성동구,왕십리도선동,11200535,104,72,479680275
2019-10-28,2019,10,서울,관악구,신사동,11620685,227,53,164226720
2019-10-28,2019,10,서울,서대문구,북가좌1동,11410710,189,65,267615133
2019-10-28,2019,10,서울,용산구,용문동,11170590,176,56,262622762
2019-10-28,2019,10,서울,송파구,송파2동,11710590,233,64,348715493
2019-10-28,2019,10,서울,영등포구,양평1동,11560610,59,59,252285015
2019-10-28,2019,10,서울,서대문구,홍은2동,11410685,676,60,138441256
2019-10-28,2019,10,서울,양천구,목1동,11470510,103,77,586886671
2019-10-28,2019,10,서울,송파구,가락본동,11710620,370,58,249823566
2019-10-28,2019,10,서울,동작구,사당4동,11590650,314,52,194212987
2019-10-28,2019,10,서울,관악구,조원동,11620725,195,49,168942248
2019-10-28,2019,10,서울,용산구,이태원2동,11170660,211,82,365818859
2019-10-28,2019,10,서울,동대문구,청량리동,11230705,183,64,178345749
2019-10-28,2019,10,서울,관악구,남현동,11620630,324,67,242926920
2019-10-28,2019,10,서울,종로구,창신2동,11110680,225,49,121211234
2019-10-28,2019,10,서울,서대문구,남가좌1동,11410690,83,76,467013784
2019-10-28,2019,10,서울,종로구,사직동,11110530,98,76,313674590
2019-10-28,2019,10,서울,성동구,성수2가1동,11200670,114,58,371108065
2019-10-28,2019,10,서울,영등포구,양평2동,11560620,172,50,214235690
